,name,salary_from,salary_to,salary_currency,area_name,published_at
1585,Программист 1С (Руководитель IT),200000.0,,RUR,Тула,2022-12-23T11:42:52+0300
1586,Специалист по регламентации бизнес-процессов,80000.0,,RUR,Махачкала,2022-12-23T09:10:30+0300
1587,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Ангарск,2022-12-23T10:24:32+0300
1588,Руководитель проектов (Стенды датчиков),,,,Челябинск,2022-12-23T09:49:03+0300
1589,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Севастополь,2022-12-23T10:24:33+0300
1590,Dev Lead Backend (PHP),300000.0,550000.0,RUR,Казань,2022-12-23T09:43:05+0300
1591,Программист (Web-программист/ИТ-специалист) / сервисный инженер,20000.0,25000.0,RUR,Ленинск-Кузнецкий,2022-12-23T08:25:39+0300
1592,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Смоленск,2022-12-23T10:24:49+0300
1593,Аналитик-программист 1С (Ведущий инженер) 9520,,,,Москва,2022-12-23T11:30:33+0300
1594,Инженер по холодильному оборудованию,60000.0,,RUR,Зеленодольск (Республика Татарстан),2022-12-23T08:47:26+0300
1595,Консультант-аналитик 1С,140000.0,,RUR,Казань,2022-12-23T10:11:58+0300
1596,DevOps engineer (to Serbia),,,,Москва,2022-12-23T11:36:02+0300
1597,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Ульяновск,2022-12-23T10:24:41+0300
1598,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Златоуст,2022-12-23T10:24:39+0300
1599,Специалист по разработке ПО на платформе 1С,,,,Хабаровск,2022-12-23T07:07:51+0300
1600,Ведущий аналитик 1С: ERP по производству на внедрение (удаленно),170000.0,,RUR,Москва,2022-12-23T11:50:49+0300
1601,Программист 1С,,,,Челябинск,2022-12-23T05:59:25+0300
1602,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Ставрополь,2022-12-23T10:24:36+0300
1603,Токарь-универсал (5 разряд),70000.0,,RUR,Москва,2022-12-23T10:42:04+0300
1604,Специалист поддержки 1C: Бухгалтерия (2 линия),,,,Москва,2022-12-23T11:48:24+0300
1605,Консультант-методолог 1С,,180000.0,RUR,Москва,2022-12-23T11:07:36+0300
1606,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Курган,2022-12-23T10:24:29+0300
1607,Программист 1С MIDDLE (гибрид/удаленка/офис),,,,Челябинск,2022-12-23T06:54:00+0300
1608,Ведущий интернет-маркетолог/Performance-менеджер,,,,Москва,2022-12-23T09:35:09+0300
1609,Senior/Lead Python-разработчик,,,,Красноярск,2022-12-23T07:57:28+0300
1610,Senior/Lead Python-разработчик,,,,Ижевск,2022-12-23T07:57:28+0300
1611,Инженер-механик производственного предприятия,50000.0,,RUR,Новочеркасск,2022-12-23T10:11:34+0300
1612,Middle Android developer,,,,Москва,2022-12-23T11:28:35+0300
1613,Программист 1C,90000.0,,RUR,Красноярск,2022-12-23T11:43:10+0300
1614,Инженер отдела телекоммуникаций и систем управления,,,,Зеленоград,2022-12-23T11:20:40+0300
1615,Инженер КИПиА,,,,Чита,2022-12-23T10:18:05+0300
1616,Инженер-энергетик,,30000.0,RUR,Тула,2022-12-23T09:54:03+0300
1617,Шлифовщик-полировщик (ферриты и керамика),100650.0,,RUR,Санкт-Петербург,2022-12-23T11:18:54+0300
1618,Главный механик/специалист по эксплуатации и ремонту технологического оборудования/инженер-механик,70000.0,70000.0,RUR,Сланцы,2022-12-23T10:29:05+0300
1619,Специалист по организации нормоконтроля ПСД и работе с информацией о проектных ошибках,,,,Усть-Каменогорск,2022-12-23T07:10:04+0300
1620,Токарь на ДИП,43000.0,80000.0,RUR,Барнаул,2022-12-23T05:00:50+0300
1621,Техник по эксплуатации систем вентиляции и кондиционирования,50000.0,,RUR,Сочи,2022-12-23T09:09:47+0300
1622,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Санкт-Петербург,2022-12-23T10:07:50+0300
1623,Наладчик технологического оборудования,31000.0,32000.0,RUR,Бийск,2022-12-23T05:54:06+0300
1624,Инженер-администратор,,,,Москва,2022-12-23T11:35:27+0300
1625,Системный администратор,,,,Новосибирск,2022-12-23T05:37:23+0300
1626,Токарь-расточник,115000.0,,RUR,Магнитогорск,2022-12-23T11:19:13+0300
1627,Специалист по МИС (медицинские информационные системы),,,,Москва,2022-12-23T11:07:52+0300
1628,Наладчик технологического оборудования,45000.0,50000.0,RUR,Калининград,2022-12-23T09:02:31+0300
1629,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Киров (Кировская область),2022-12-23T10:24:43+0300
1630,Инженер отдела технической поддержки,48000.0,,RUR,Санкт-Петербург,2022-12-23T11:31:04+0300
1631,Менеджер IT-проектов,35000.0,,RUR,Тамбов,2022-12-23T09:36:48+0300
1632,Токарь (6 разряд),60000.0,60000.0,RUR,Тула,2022-12-23T08:55:27+0300
1633,BIM-менеджер,,,,Иркутск,2022-12-23T07:02:23+0300
1634,Системный Аналитик (МБС),,,,Москва,2022-12-23T09:11:20+0300
1635,Ведущий программист 1С,,,,Екатеринбург,2022-12-23T07:10:27+0300
1636,Мастер КИПиА,,,,Улан-Удэ,2022-12-23T10:21:17+0300
1637,Бизнес-аналитик,,,,Москва,2022-12-23T11:07:55+0300
1638,Разработчик Greenplum,,,,Москва,2022-12-23T10:09:37+0300
1639,Фрезеровщик,80000.0,,RUR,Москва,2022-12-23T11:09:06+0300
1640,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Шахты,2022-12-23T10:24:31+0300
1641,Руководитель отдела технического обслуживания систем безопасности,90000.0,100000.0,RUR,Санкт-Петербург,2022-12-23T09:19:05+0300
1642,Программист 1С-Битрикс,100000.0,,RUR,Новокузнецк,2022-12-23T07:14:04+0300
1643,Middle/Senior Golang разработчик (Infra),,,,Москва,2022-12-23T00:29:44+0300
1644,Токарь,23800.0,25000.0,RUR,Первоуральск,2022-12-23T07:34:21+0300
1645,Системный администратор,,,,Москва,2022-12-23T11:28:35+0300
1646,Руководитель группы разработки (аккредитованная IT-компания),250000.0,,RUR,Хабаровск,2022-12-23T07:36:29+0300
1647,Токарь-карусельщик,80000.0,,RUR,Каменск-Уральский,2022-12-23T11:02:06+0300
1648,Консультант-аналитик 1С,120000.0,,RUR,Челябинск,2022-12-23T10:11:57+0300
1649,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Старый Оскол,2022-12-23T10:24:32+0300
1650,Senior/Lead Python-разработчик,,,,Иваново (Ивановская область),2022-12-23T07:57:28+0300
1651,Мастер по ремонту бензотехники/Механик (Зарёвская объездная дорога),45000.0,,RUR,Дзержинск (Нижегородская область),2022-12-23T10:33:16+0300
1652,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Курган,2022-12-23T09:22:37+0300
1653,Senior PHP-developer,,297000.0,RUR,Санкт-Петербург,2022-12-23T10:54:22+0300
1654,Руководитель проекта,,,,Санкт-Петербург,2022-12-23T10:11:11+0300
1655,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Тверь,2022-12-23T10:24:36+0300
1656,"Функциональный администратор / Консультант SAP PM, MM",,,,Алдан,2022-12-23T05:35:03+0300
1657,Ведущий программист 1С,160000.0,180000.0,RUR,Санкт-Петербург,2022-12-23T10:56:30+0300
1658,Оператор станка лазерной резки/Оператор станка с ЧПУ (п. Рассвет),60000.0,,RUR,Новочеркасск,2022-12-23T10:11:34+0300
1659,Консультант SAP SD,,,,Таганрог,2022-12-23T09:15:53+0300
1660,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Омск,2022-12-23T10:24:39+0300
1661,Автор по программированию,,50000.0,RUR,Екатеринбург,2022-12-23T08:32:59+0300
1662,Ученик мастера по ремонту крупной бытовой техники,80000.0,150000.0,RUR,Новосибирск,2022-12-23T07:24:03+0300
1663,Системный аналитик ELMA,,,,Екатеринбург,2022-12-23T07:59:41+0300
1664,Инженер по информационной безопасности,,,,Москва,2022-12-23T09:34:33+0300
1665,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Рязань,2022-12-23T10:24:38+0300
1666,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Пермь,2022-12-23T10:24:37+0300
1667,Руководитель интернет-рекламы (Перфоманс),,,,Москва,2022-12-23T09:35:19+0300
1668,Ведущий инженер-программист,90000.0,150000.0,RUR,Омск,2022-12-23T05:10:10+0300
1669,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Когалым,2022-12-23T09:20:50+0300
1670,Ведущий инженер-разработчик,90000.0,120000.0,RUR,Омск,2022-12-23T05:10:17+0300
1671,Системный аналитик,,,,Новосибирск,2022-12-23T05:57:17+0300
1672,Слесарь-сборщик РЭА и приборов,45000.0,70000.0,RUR,Санкт-Петербург,2022-12-23T09:27:02+0300
1673,IT директор,,,,Челябинск,2022-12-23T06:54:04+0300
1674,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Красноярск,2022-12-23T10:24:26+0300
1675,Монтажник ОПС в ЧОП,,,,Барнаул,2022-12-23T11:30:29+0300
1676,"Руководитель проектов (Направление Щиты, Шкафы НКУ)",,,,Челябинск,2022-12-23T09:49:03+0300
1677,Программист высшей категории 1С (WMS) удаленно,,,,Казань,2022-12-23T10:32:46+0300
1678,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Саратов,2022-12-23T10:24:35+0300
1679,Станочник широкого профиля (4 разряд),45000.0,45000.0,RUR,Тула,2022-12-23T09:01:30+0300
1680,Слесарь-ремонтник,43000.0,,RUR,Санкт-Петербург,2022-12-23T09:26:30+0300
1681,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Архангельск,2022-12-23T10:24:27+0300
1682,Ведущий консультант-аналитик 1С,,,,Владимир,2022-12-23T08:59:09+0300
1683,Senior/Lead Python-разработчик,,,,Кемерово,2022-12-23T07:57:28+0300
1684,Методолог сервисной модели,,,,Москва,2022-12-23T10:24:31+0300
1685,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Челябинск,2022-12-23T10:24:46+0300
1686,Токарь,36000.0,,RUR,Саранск,2022-12-23T11:32:28+0300
1687,Системный аналитик (Senior/middle),,,,Казань,2022-12-23T10:18:41+0300
1688,SRE Engineer,,,,Москва,2022-12-23T11:28:34+0300
1689,Software Developer С#,,,,Зеленоград,2022-12-23T11:20:40+0300
1690,"Бизнес-аналитик 1C, ERP",,,,Екатеринбург,2022-12-23T07:59:50+0300
1691,Senior/Lead Python-разработчик,,,,Екатеринбург,2022-12-23T07:57:28+0300
1692,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Курск,2022-12-23T10:24:39+0300
1693,Главный специалист отдела информационных технологий в Службу энергетических и инновационных проектов,54300.0,,RUR,Москва,2022-12-23T10:30:52+0300
1694,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Новокузнецк,2022-12-23T10:24:47+0300
1695,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Орехово-Зуево,2022-12-23T10:24:47+0300
1696,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Иннополис,2022-12-23T10:07:47+0300
1697,Механик ОТК,34000.0,34000.0,RUR,Йошкар-Ола,2022-12-23T08:09:54+0300
1698,Оператор станков с ЧПУ (фрезерный центр),65000.0,,RUR,Новокузнецк,2022-12-23T11:36:13+0300
1699,Программист 1С УТ 10.3,,180000.0,RUR,Москва,2022-12-23T10:53:25+0300
1700,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Москва,2022-12-23T10:07:53+0300
1701,Токарь,68000.0,70000.0,RUR,Юрга,2022-12-23T08:18:55+0300
1702,Инженер ОМТС/Специалист по снабжению-механик,45000.0,45000.0,RUR,Красноярск,2022-12-23T04:37:02+0300
1703,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Тула,2022-12-23T10:24:33+0300
1704,Оператор станков с ЧПУ (фрезеровка),55000.0,65000.0,RUR,Санкт-Петербург,2022-12-23T08:58:42+0300
1705,Руководитель проекта (машиностроение),80000.0,,RUR,Набережные Челны,2022-12-23T09:55:53+0300
1706,Техник по вентиляции и кондиционированию,,65000.0,RUR,Москва,2022-12-23T11:08:02+0300
1707,BIM-менеджер,,,,Кемерово,2022-12-23T07:02:23+0300
1708,"Инженер-программист FPGA/ПЛИС, FPGA developer",90000.0,160000.0,RUR,Омск,2022-12-23T05:10:38+0300
1709,Senior/Lead Python-разработчик,,,,Уфа,2022-12-23T07:57:28+0300
1710,Team Lead C++,,,,Санкт-Петербург,2022-12-23T07:09:46+0300
1711,Техник сервисного центра,28000.0,,RUR,Ростов-на-Дону,2022-12-23T11:40:47+0300
1712,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Иваново (Ивановская область),2022-12-23T10:24:40+0300
1713,Системный аналитик SAP PM,,,,Таганрог,2022-12-23T11:33:27+0300
1714,Токарь-карусельщик 4-5 разряда,,,,Калуга,2022-12-23T11:35:47+0300
1715,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Томск,2022-12-23T10:24:48+0300
1716,Разработчик Битрикс,80000.0,,RUR,Краснодар,2022-12-23T08:09:26+0300
1717,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Саранск,2022-12-23T10:24:49+0300
1718,Разработчик 1С отдел R&D (системная архитектура),,,,Москва,2022-12-23T09:10:30+0300
1719,Токарь,60000.0,,RUR,Санкт-Петербург,2022-12-23T09:04:32+0300
1720,Системный аналитик DWH,,,,Рязань,2022-12-23T10:11:53+0300
1721,Программист-разработчик,,,,Санкт-Петербург,2022-12-23T10:45:18+0300
1722,"Инженер данных (качество сервисов,SLA)",,,,Нижний Новгород,2022-12-23T08:55:52+0300
1723,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Саранск,2022-12-23T10:24:39+0300
1724,Ведущий специалист поддержки MS SharePoint,,,,Москва,2022-12-23T08:55:53+0300
1725,Специалист по обеспечению безопасности информации,,,,Москва,2022-12-23T11:07:40+0300
1726,Senior/Lead Python-разработчик,,,,Пермь,2022-12-23T07:57:28+0300
1727,Ночной консультант службы поддержки пользователей,15600.0,39000.0,RUR,Новосибирск,2022-12-23T09:46:34+0300
1728,Разработчик баз данных (ЦФТ-Банк),,,,Новосибирск,2022-12-23T06:51:47+0300
1729,Токарь,45000.0,,RUR,Новокузнецк,2022-12-23T05:54:05+0300
1730,C# .NET Developer \ C# .NET Программист (middle/senior),,,,Новосибирск,2022-12-23T06:53:51+0300
1731,Фрезеровщик,52500.0,,RUR,Санкт-Петербург,2022-12-23T09:04:32+0300
1732,Аналитик,35000.0,,RUR,Киров (Кировская область),2022-12-23T11:34:54+0300
1733,Системный аналитик,,,,Москва,2022-12-23T10:40:55+0300
1734,Токарь-расточник,,70000.0,RUR,Москва,2022-12-23T10:55:19+0300
1735,Механик ДСУ,50000.0,60000.0,RUR,Уссурийск,2022-12-23T10:11:39+0300
1736,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Курган,2022-12-23T10:24:42+0300
1737,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Северск (Томская область),2022-12-23T10:24:51+0300
1738,Разработчик ETL\DWH (id9725),,,,Москва,2022-12-23T11:52:08+0300
1739,Senior PHP developer,,,,Москва,2022-12-23T10:40:34+0300
1740,Автор по программированию,,50000.0,RUR,Самара,2022-12-23T08:32:59+0300
1741,SRE-инженер в PRM,,,,Москва,2022-12-23T11:11:22+0300
1742,"Токарь 1К62, 1БК20, 16Р25П, 16Д25, 1А625СП",55000.0,70000.0,RUR,Санкт-Петербург,2022-12-23T09:04:59+0300
1743,Программист 1С (ERP),170000.0,,RUR,Санкт-Петербург,2022-12-23T10:25:31+0300
1744,Инженер-электроник СВЧ,,,,Москва,2022-12-23T10:55:20+0300
1745,Заместитель директора по имущественным вопросам,,,,Архангельск,2022-12-23T10:22:25+0300
1746,Главный программист 1C (разработчик),120000.0,150000.0,RUR,Томск,2022-12-23T05:07:08+0300
1747,Руководитель проектной группы,70000.0,80000.0,RUR,Иркутск,2022-12-23T04:50:42+0300
1748,Инженер-программист ЦФТ-Банк (Отчетность),,,,Новосибирск,2022-12-23T06:52:27+0300
1749,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Вологда,2022-12-23T10:24:40+0300
1750,Middle QA Engineer в команду F.Doc,,,,Новосибирск,2022-12-23T05:29:26+0300
1751,Администратор эксплуатации ИТ платформ (Linux),60000.0,,RUR,Екатеринбург,2022-12-23T11:57:57+0300
1752,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Симферополь,2022-12-23T10:24:49+0300
1753,Электромеханик по средствам автоматики и приборам технического оборудования,32000.0,35000.0,RUR,Томск,2022-12-23T07:29:00+0300
1754,Старший системный администратор Linux,,,,Москва,2022-12-23T10:04:34+0300
1755,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Владикавказ,2022-12-23T10:24:39+0300
1756,Инженер 1 категории (системный администратор) в сектор сетевых технологий,96000.0,,RUR,Москва,2022-12-23T10:37:27+0300
1757,Программист 1C,,,,Москва,2022-12-23T11:49:16+0300
1758,Senior Software Developer (C++),,,,Зеленоград,2022-12-23T11:20:40+0300
1759,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Махачкала,2022-12-23T10:24:43+0300
1760,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Калуга,2022-12-23T10:24:41+0300
1761,Мастер КИПиА,,,,Иркутск,2022-12-23T10:21:02+0300
1762,"Программист 1С в команду ""Денежные переводы""",,,,Новосибирск,2022-12-23T06:52:20+0300
1763,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Калининград,2022-12-23T10:24:43+0300
1764,Эксперт по информационной безопасности,,,,Москва,2022-12-23T10:24:28+0300
1765,Senior/Lead Python-разработчик,,,,Тюмень,2022-12-23T07:57:28+0300
1766,Токарь-расточник,80000.0,,RUR,Каменск-Уральский,2022-12-23T11:02:13+0300
1767,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Астрахань,2022-12-23T10:24:34+0300
1768,Руководитель проектов,80000.0,80000.0,RUR,Новосибирск,2022-12-23T09:28:28+0300
1769,Angular Разработчик,,,,Челябинск,2022-12-23T06:49:44+0300
1770,Инженер слаботочных систем,,,,Владивосток,2022-12-23T03:50:22+0300
1771,Оператор ЧПУ (на токарную группу),51000.0,,RUR,Ижевск,2022-12-23T07:58:14+0300
1772,Разработчик Oracle (ЦФТ-Банк),,,,Томск,2022-12-23T06:51:50+0300
1773,"Инженер данных (качество сервисов,SLA)",,,,Санкт-Петербург,2022-12-23T08:55:52+0300
1774,Senior/Lead Python-разработчик,,,,Краснодар,2022-12-23T07:57:28+0300
1775,DevOps\SRE инженер,,,,Москва,2022-12-23T08:55:52+0300
1776,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Тула,2022-12-23T10:24:36+0300
1777,Инженер-программист Directum,50000.0,,RUR,Пермь,2022-12-23T09:15:28+0300
1778,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Казань,2022-12-23T10:24:36+0300
1779,Системный администратор,,,,Москва,2022-12-23T11:07:46+0300
1780,Слесарь по техническому обслуживанию и ремонту строительной техники,45000.0,65000.0,RUR,Чебоксары,2022-12-23T11:48:36+0300
1781,Технический руководитель проектов 1С,,,,Санкт-Петербург,2022-12-23T11:42:04+0300
1782,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Киров (Кировская область),2022-12-23T10:24:41+0300
1783,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Владивосток,2022-12-23T10:24:26+0300
1784,1C Developer,140000.0,180000.0,RUR,Москва,2022-12-23T08:53:45+0300
1785,Главный инженер качества данных,,,,Санкт-Петербург,2022-12-23T09:57:56+0300
1786,Токарь-револьверщик,50000.0,,RUR,Омск,2022-12-23T05:11:32+0300
1787,Программист 1С,,,,Краснодар,2022-12-23T09:37:18+0300
1788,"Инженер данных (качество сервисов,SLA)",,,,Казань,2022-12-23T08:55:52+0300
1789,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Смоленск,2022-12-23T10:24:36+0300
1790,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Липецк,2022-12-23T10:24:38+0300
1791,Программист 1С ЗУП,,,,Санкт-Петербург,2022-12-23T09:10:44+0300
1792,Руководитель направления по архитектуре данных,,,,Краснодар,2022-12-23T10:17:25+0300
1793,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Сочи,2022-12-23T10:24:48+0300
1794,Наладчик-оператор технологического оборудования,,,,Челябинск,2022-12-23T08:02:22+0300
1795,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Севастополь,2022-12-23T10:24:49+0300
1796,Машинист печатно-резательных станков,27000.0,,RUR,Кемерово,2022-12-23T04:15:40+0300
1797,Системный аналитик (с экспертизой в BI-системах),,,,Москва,2022-12-23T09:11:21+0300
1798,Dev Lead Backend (PHP),300000.0,550000.0,RUR,Новосибирск,2022-12-23T09:43:21+0300
1799,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Нижний Новгород,2022-12-23T10:24:44+0300
1800,Senior Performance marketing manager,,,,Москва,2022-12-23T09:35:49+0300
1801,Аналитик SOC,,,,Москва,2022-12-23T10:24:23+0300
1802,Разработчик ЦФТ-Банк (IBSO),,,,Москва,2022-12-23T10:54:16+0300
1803,Главный механик,60000.0,60000.0,RUR,Кемерово,2022-12-23T04:15:06+0300
1804,Специалист по разработке и сопровождению ESB,,,,Санкт-Петербург,2022-12-23T08:38:17+0300
1805,Программист 1С,,,,Краснодар,2022-12-23T05:59:28+0300
1806,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Магнитогорск,2022-12-23T10:24:46+0300
1807,Программист 1С,,,,Москва,2022-12-23T10:40:34+0300
1808,Инженер-программист АСУ ТП,,,,Томск,2022-12-23T11:29:02+0300
1809,Team Lead Backend (PHP),300000.0,550000.0,RUR,Санкт-Петербург,2022-12-23T09:43:09+0300
1810,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Новокузнецк,2022-12-23T10:24:42+0300
1811,Senior Performance manager,,,,Москва,2022-12-23T09:35:52+0300
1812,Java Tech Lead (руководитель команды разработки),,,,Москва,2022-12-23T11:29:00+0300
1813,Программист 1С,,,,Санкт-Петербург,2022-12-23T11:41:55+0300
1814,Senior traffic manager,,,,Москва,2022-12-23T09:35:42+0300
1815,Программист F3Tail (удаленно),,,,Москва,2022-12-23T10:17:29+0300
1816,Аналитик 1С:ERP (регламентированный учет),,,,Санкт-Петербург,2022-12-23T11:41:58+0300
1817,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Калининград,2022-12-23T10:24:41+0300
1818,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Чита,2022-12-23T10:24:27+0300
1819,Senior/Lead Python-разработчик,,,,Томск,2022-12-23T07:57:28+0300
1820,Мастер КИПиА,,,,Чита,2022-12-23T10:20:43+0300
1821,Ведущий Разработчик SAP ABAP,,,,Москва,2022-12-23T11:38:58+0300
1822,Токарь (ведущее производственное предприятие),44000.0,64000.0,RUR,Ярославль,2022-12-23T11:11:00+0300
1823,Токарь 6 разряда,37000.0,39000.0,RUR,Салават,2022-12-23T09:25:12+0300
1824,Механик по ремонту автомобилей (официальный дилер),100000.0,,RUR,Санкт-Петербург,2022-12-23T10:37:37+0300
1825,PHP-разработчик,,,,Москва,2022-12-23T10:09:31+0300
1826,Токарь-расточник,34000.0,,RUR,Омск,2022-12-23T08:17:07+0300
1827,Разработчик интеграционных модулей 1С/XSLT,,150000.0,RUR,Екатеринбург,2022-12-23T10:13:50+0300
1828,Программист 1С,,,,Минск,2022-12-23T11:00:35+0300
1829,Разработчик ПЛИС/Схемотехник,115000.0,,RUR,Москва,2022-12-23T11:09:05+0300
1830,Dev Lead Backend (PHP),300000.0,550000.0,RUR,Ростов-на-Дону,2022-12-23T09:43:14+0300
1831,Middle инженер-DevOps (FinAdvice),,,,Москва,2022-12-23T10:55:52+0300
1832,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Рязань,2022-12-23T10:24:48+0300
1833,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Грозный,2022-12-23T10:24:47+0300
1834,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Тюмень,2022-12-23T10:24:44+0300
1835,Руководитель группы платная реклама/Ведущий интернет-маркетолог,,,,Москва,2022-12-23T09:35:22+0300
1836,Team Lead Bitrix24 (удаленно),250000.0,,RUR,Москва,2022-12-23T09:11:21+0300
1837,Программист 1С (удаленно),,,,Санкт-Петербург,2022-12-23T09:10:39+0300
1838,Старший эксперт отдела планирования базовой ИТ-инфраструктуры,60000.0,,RUR,Москва,2022-12-23T11:41:26+0300
1839,Инженер-программист,35000.0,,RUR,Челябинск,2022-12-23T07:25:23+0300
1840,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Череповец,2022-12-23T10:24:48+0300
1841,Архитектор БД,,,,Москва,2022-12-23T10:17:29+0300
1842,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Калуга,2022-12-23T10:24:43+0300
1843,Database Engineer (SQL),,,,Новосибирск,2022-12-23T05:57:13+0300
1844,Функциональный архитектор 1С:ERP,160000.0,,RUR,Санкт-Петербург,2022-12-23T11:42:17+0300
1845,Ведущий аналитик 1С,150000.0,,RUR,Санкт-Петербург,2022-12-23T11:42:07+0300
1846,Инженер-верификатор,,,,Зеленоград,2022-12-23T11:20:40+0300
1847,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Кемерово,2022-12-23T10:24:43+0300
1848,Team Lead Frontend,,,,Санкт-Петербург,2022-12-23T11:22:50+0300
1849,Middle/senior Golang Developer [Kubernetes],,,,Москва,2022-12-23T11:33:09+0300
1850,Ведущий разработчик 1С (аккредитованная IT компания),150000.0,,RUR,Хабаровск,2022-12-23T07:36:33+0300
1851,DevOps инженер,,,,Новосибирск,2022-12-23T05:57:24+0300
1852,Senior backend developer (PHP),,,,Санкт-Петербург,2022-12-23T10:40:45+0300
1853,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Екатеринбург,2022-12-23T10:24:41+0300
1854,Ведущий разработчик,,,,Москва,2022-12-23T10:17:29+0300
1855,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Ставрополь,2022-12-23T10:24:48+0300
1856,SRE - инженер в PRM,,,,Екатеринбург,2022-12-23T11:11:21+0300
1857,Наладчик обрабатывающих центров с числовым программным управлением 4-го разряда,45000.0,60000.0,RUR,Уфа,2022-12-23T07:18:15+0300
1858,Программист 1С ЗУП,,,,Москва,2022-12-23T09:10:49+0300
1859,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Барнаул,2022-12-23T10:24:34+0300
1860,Ведущий разработчик 1С,170000.0,230000.0,RUR,Санкт-Петербург,2022-12-23T11:42:20+0300
1861,Специалист службы поддержки в Яндекс Станцию,13000.0,33800.0,RUR,Череповец,2022-12-23T10:24:35+0300
1862,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Кемерово,2022-12-23T10:24:41+0300
1863,Senior Verification Engineer,,,,Зеленоград,2022-12-23T11:20:40+0300
1864,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Улан-Удэ,2022-12-23T10:24:27+0300
